"R0000100","R0153800","R0153900","R0154000","R0154100","R0154200","R0154300","R0154400","R0154500","R0173600","R0214700","R0214800","R0799500","R0799600","R0799700","R0799800","R0799900","R0800000","R0800100","R0800200","R2364600","R2364700","R2364800","R2364900","R2365000","R2365100","R2365200","R2365300","R8418500","R8418501","R8418502","R8418503","R8418504","R8418505","R8418506","R8418507"
11352,1,2,4,4,3,3,2,2,15,3,1,2,2,3,3,3,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11353,2,2,3,2,2,3,2,2,15,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11354,3,3,3,3,4,3,3,3,15,3,1,3,2,2,2,3,3,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11355,2,2,4,-3,1,2,4,1,18,3,2,1,3,4,3,4,3,3,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11356,1,1,1,2,4,1,3,1,18,3,2,1,1,1,1,2,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11357,1,1,4,4,4,1,4,2,18,3,2,1,1,4,1,4,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11358,1,1,3,1,2,1,4,1,18,3,2,2,2,4,1,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11359,2,2,3,2,3,2,3,2,15,3,1,2,2,3,2,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11360,2,2,3,2,3,2,-2,-2,15,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11361,2,2,3,2,3,2,4,2,15,3,1,2,2,2,2,-2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11362,3,3,2,2,1,3,3,2,15,3,1,2,2,3,1,2,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11363,2,2,3,2,3,3,3,-2,19,2,2,1,1,2,1,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11364,2,3,3,2,3,3,2,3,15,3,1,1,2,3,-2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11365,1,2,1,1,1,3,3,1,18,3,2,1,2,2,1,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11366,2,2,3,2,3,2,3,2,18,3,2,2,2,4,2,2,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11367,2,2,2,2,3,2,3,2,16,2,1,2,2,4,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11368,2,3,4,3,2,3,3,3,15,3,1,2,1,4,2,3,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11369,1,2,2,1,2,2,3,2,18,3,2,1,3,4,2,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11370,1,1,4,1,3,1,3,2,15,3,1,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11371,1,1,3,2,4,1,3,1,18,3,2,1,2,4,2,4,2,4,1,1,3,3,1,4,1,4,1,4,4,4,4,3,3,1,3
11372,1,1,4,1,3,2,4,1,16,2,1,1,1,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11373,1,2,2,2,4,2,2,2,18,3,2,1,2,2,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11374,1,2,2,2,2,2,3,2,18,3,2,2,2,-2,3,2,-2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11375,1,2,3,1,2,1,3,1,18,3,2,1,1,3,1,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11376,2,2,4,2,4,2,4,2,15,3,1,2,2,3,1,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11377,2,2,3,2,3,3,3,3,15,3,1,2,2,3,2,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11378,3,3,2,2,3,2,3,2,18,3,2,2,3,2,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11379,2,3,2,2,2,2,3,3,15,3,1,1,3,-2,1,2,3,3,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11380,2,2,2,3,3,3,3,2,18,3,2,2,3,1,4,4,3,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11381,2,2,2,2,4,4,4,3,15,3,1,4,2,3,3,3,4,4,4,2,3,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
11382,2,2,3,3,3,2,3,2,16,2,1,1,1,4,1,4,4,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11383,2,2,3,1,1,1,4,2,15,3,1,1,1,4,1,2,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11384,3,3,3,3,2,3,2,3,15,3,1,1,2,3,3,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11385,4,3,3,4,2,2,4,3,15,3,1,2,2,3,3,2,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11386,2,3,3,2,4,3,3,3,15,3,1,2,2,3,2,4,1,3,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11387,2,2,3,2,3,2,4,1,15,3,1,1,1,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11388,3,2,4,3,4,3,4,2,15,3,1,2,2,4,1,4,2,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11389,2,2,3,2,2,2,3,2,18,3,2,1,2,3,1,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11390,3,3,3,4,2,2,4,3,18,3,2,2,2,2,2,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11391,2,2,4,1,3,2,4,1,15,3,1,1,1,2,1,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11392,1,2,3,2,2,2,2,2,18,3,2,2,2,2,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11393,3,2,-2,2,-2,3,3,2,18,3,2,2,2,2,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11394,2,2,3,2,2,2,2,3,15,3,1,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11395,2,2,4,3,2,3,4,2,20,1,2,1,1,4,3,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11396,1,2,2,2,2,2,3,2,18,3,2,1,2,2,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11397,2,2,3,1,3,2,4,2,18,3,2,1,2,2,1,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11398,1,2,3,2,3,2,3,2,18,3,2,1,1,4,3,4,2,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11399,2,2,2,2,4,3,4,2,18,3,2,1,2,4,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11400,1,2,4,2,3,2,3,2,18,3,2,2,2,3,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11401,3,2,3,4,3,3,2,2,18,3,2,4,2,4,3,4,4,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11402,1,1,4,1,3,1,3,1,18,3,2,1,1,2,1,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11403,2,3,3,2,2,3,2,2,18,3,2,3,2,3,2,3,3,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11404,3,2,2,3,3,4,2,3,18,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11405,2,2,3,1,3,3,3,3,15,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11406,2,2,3,2,3,2,3,2,15,3,1,3,3,2,2,2,3,3,4,2,2,3,2,2,2,3,2,3,3,3,3,2,3,2,4
11407,1,2,2,1,3,1,3,2,19,2,2,1,1,3,1,4,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11408,2,3,3,1,3,1,3,3,15,3,1,1,3,1,3,3,1,2,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11409,1,1,3,2,3,2,4,2,18,3,2,1,2,3,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11410,2,2,3,3,4,3,3,2,16,2,1,2,2,4,3,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11411,1,1,4,1,3,1,4,1,18,3,2,4,2,2,2,3,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11412,2,2,3,2,4,3,3,2,19,2,2,1,1,4,2,4,2,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11413,1,2,4,2,4,2,4,1,15,3,1,2,1,2,2,2,4,4,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11414,2,2,3,2,3,2,3,2,15,3,1,2,2,3,2,3,-2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11415,2,2,3,2,3,3,3,2,15,3,1,2,3,3,2,3,2,3,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11416,2,2,3,2,3,2,3,2,18,3,2,1,1,3,1,4,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11417,2,2,3,2,2,2,3,2,15,3,1,1,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11418,2,2,2,2,3,2,3,2,15,3,1,2,2,3,2,3,3,3,2,2,2,3,2,3,3,4,3,3,3,2,3,3,3,1,3
11419,2,1,2,1,1,2,4,1,15,3,1,1,1,1,1,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11420,1,2,3,2,3,2,2,2,18,3,2,2,2,4,2,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11421,2,2,3,2,3,2,3,3,15,3,1,1,2,4,3,4,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11422,3,2,2,4,3,4,4,3,15,3,1,2,2,4,2,4,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11423,3,2,3,2,3,3,3,-2,15,3,1,2,2,3,2,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11424,2,2,3,1,2,2,3,2,15,3,1,1,2,3,2,2,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11425,2,2,3,2,3,2,3,2,15,3,1,2,2,3,2,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11426,2,3,2,3,2,3,3,3,15,3,1,-2,3,-2,3,3,-2,3,-2,2,2,2,2,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5
11427,1,2,4,1,3,2,4,1,20,1,2,1,1,3,1,4,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11428,2,2,3,1,2,3,4,3,15,3,1,2,2,4,2,2,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11429,2,2,3,2,2,2,3,3,16,2,1,2,2,3,2,3,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11430,4,4,3,4,1,2,2,3,15,3,1,2,2,3,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11431,2,2,3,2,3,2,3,2,17,1,1,2,2,3,2,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11432,1,1,3,1,4,1,4,1,18,3,2,1,1,3,1,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11433,1,1,3,2,3,2,3,2,15,3,1,1,1,4,1,4,1,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11434,2,3,3,2,2,2,3,3,15,3,1,1,2,3,2,2,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11435,2,1,2,1,3,2,4,2,15,3,1,2,2,3,1,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11436,3,4,2,3,3,2,3,2,17,1,1,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,3,4,3,2,1,1,4,4,4
11437,2,2,3,2,4,2,4,2,15,3,1,1,1,3,2,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11438,1,1,4,2,3,2,3,1,16,2,1,1,1,4,2,4,2,4,1,-5,-5,-5,-5,-5,-5,-5,-5,3,3,3,1,2,1,1,3
11439,2,2,3,2,3,2,3,2,15,3,1,2,2,2,2,3,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11440,3,2,3,2,4,2,3,2,18,3,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11441,1,2,4,2,4,2,4,1,15,3,1,1,2,3,1,4,2,3,2,2,2,2,2,3,2,4,2,4,4,4,4,1,4,1,4
11442,4,4,2,3,3,4,2,4,18,3,2,3,3,2,3,3,4,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11443,2,2,2,2,2,2,3,3,18,3,2,3,2,2,2,2,3,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11444,1,1,4,1,3,1,3,1,16,2,1,2,2,3,1,4,1,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11445,1,2,3,2,4,2,4,2,18,3,2,1,2,4,1,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11446,1,2,3,2,3,1,3,1,18,3,2,1,1,3,1,3,1,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11447,2,2,3,2,3,2,4,2,18,3,2,1,2,3,2,4,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11448,1,2,2,2,3,2,4,1,18,3,2,1,1,2,2,4,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11449,1,2,3,2,3,2,3,2,18,3,2,4,3,2,4,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11450,2,2,3,2,2,3,3,2,20,1,2,1,2,3,2,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11451,1,2,4,2,2,2,3,2,15,3,1,2,2,3,3,3,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11452,2,2,3,1,2,3,3,2,15,3,1,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11453,-2,2,3,2,3,2,3,2,15,3,1,4,3,3,4,3,2,3,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11454,2,2,2,4,3,1,3,1,18,3,2,1,2,3,1,2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11455,1,1,4,2,4,1,4,2,18,3,2,1,1,4,2,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11456,1,1,4,1,3,1,3,1,19,2,2,1,1,4,1,3,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11457,2,2,4,3,4,2,4,2,18,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11458,2,2,4,2,3,2,4,1,18,3,2,1,2,3,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11459,1,1,4,2,3,1,4,1,18,3,2,1,3,3,2,3,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11460,1,1,4,1,4,1,4,2,18,3,2,1,1,3,1,4,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11461,-2,1,1,1,3,-2,4,-2,18,3,2,3,2,2,3,2,2,4,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11462,2,2,2,3,4,2,3,2,15,3,1,2,2,2,3,4,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11463,2,2,4,2,2,3,3,2,16,2,1,2,2,3,2,4,2,3,2,1,1,3,2,4,2,4,1,4,4,3,2,4,4,1,3
11464,1,2,3,3,2,3,3,3,15,3,1,2,2,3,3,2,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11465,1,2,3,1,3,2,4,1,15,3,1,1,2,2,1,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11466,2,2,3,2,2,2,3,2,15,3,1,2,2,-2,2,2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11467,1,2,3,2,2,2,3,3,15,3,1,1,2,3,2,3,2,3,2,2,2,3,2,3,2,2,3,4,3,3,4,1,3,2,8
11468,4,2,2,2,3,2,3,2,18,3,2,1,2,3,2,3,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11469,2,2,3,2,3,2,3,2,15,3,1,2,2,2,1,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11470,2,2,2,2,2,2,3,2,15,3,1,2,2,3,2,2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11471,1,2,3,1,2,2,4,2,18,3,2,2,2,3,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11472,1,2,4,2,4,2,3,1,19,2,2,1,1,4,2,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11473,1,2,4,2,1,2,4,2,15,3,1,1,2,2,1,2,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11474,1,1,2,1,3,2,4,2,18,3,2,1,1,3,2,3,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11475,2,3,3,1,3,2,3,1,15,3,1,3,3,2,2,4,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11476,1,2,1,2,4,1,4,-2,15,3,1,1,1,4,4,4,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11477,1,3,2,3,3,-2,4,2,18,3,2,1,1,1,1,4,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11478,1,2,4,2,3,3,4,2,16,2,1,1,1,4,1,4,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11479,1,1,4,1,4,1,4,1,15,3,1,1,2,4,1,4,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11480,2,2,3,3,4,2,3,4,15,3,1,2,3,2,3,2,3,3,2,2,2,2,3,3,2,3,2,4,2,3,2,2,3,2,3
11481,3,2,3,3,2,3,3,3,15,3,1,3,2,3,2,3,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11482,1,2,2,1,2,2,-2,2,18,3,2,1,3,2,2,2,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11483,2,2,4,2,3,2,4,3,15,3,1,2,3,3,2,3,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11484,2,2,3,2,3,2,3,2,15,3,1,2,2,3,2,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11485,1,3,2,4,1,4,3,1,19,2,2,3,3,2,2,-2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11486,2,2,1,4,2,4,2,4,18,3,2,1,1,4,2,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11487,2,2,3,2,3,2,3,2,18,3,2,1,1,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11488,1,2,3,3,3,2,4,2,18,3,2,1,2,3,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11489,4,4,3,4,2,4,3,3,15,3,1,2,2,3,2,4,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11490,1,1,4,2,4,2,4,2,18,3,2,1,1,4,1,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11491,3,2,3,2,3,3,3,2,19,2,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11492,1,2,3,1,3,1,4,1,18,3,2,1,1,1,1,4,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11493,1,1,3,2,3,2,4,2,18,3,2,1,3,4,1,3,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11494,1,2,2,2,3,3,3,1,20,1,2,1,2,2,3,3,2,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11495,2,3,3,3,2,2,3,2,15,3,1,1,3,3,3,4,1,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11496,3,3,3,3,3,3,3,3,15,3,1,-2,-2,-2,3,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11497,1,2,2,2,3,2,3,2,17,1,1,1,2,3,1,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11498,3,4,2,2,2,2,3,3,15,3,1,2,4,2,2,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11499,2,2,3,2,4,2,4,1,15,3,1,2,2,3,2,4,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11500,1,2,3,2,3,2,3,2,17,1,1,-5,-5,-5,-5,-5,-5,-5,-5,1,1,3,1,3,1,3,2,3,2,2,3,2,3,2,3
11501,2,1,3,3,4,4,4,2,18,3,2,1,1,3,2,4,2,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11502,1,1,4,1,3,1,4,2,18,3,2,1,1,4,1,4,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11503,3,2,2,2,2,3,3,2,18,3,2,2,2,3,2,2,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11504,1,1,3,1,4,1,4,1,19,2,2,1,1,4,2,4,2,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11505,2,2,4,2,2,2,4,2,15,3,1,2,2,2,1,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11506,2,2,3,2,3,2,4,1,15,3,1,3,4,2,3,3,3,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11507,2,2,3,2,4,4,3,3,15,3,1,1,2,1,3,2,2,4,2,-2,3,3,3,3,3,3,3,3,3,3,8,3,2,2,2
